ep,scene,target_speaker,prompt,gold,gen
S01E17,2.0,Leonard,"<Leonard>: I’m sorry, what were the choices again?
<Penny>: I really thought Mike was different, I thought he was sensitive and smart. I mean, not you smart, normal non-freaky smart.
<Leonard>: Yeah, no, sure.
<Penny>: You know, and then he just goes and has to humiliate me by writing about me on his blog so the entire world can read it.
<Leonard>: Actually it’s not all that easy to find.
<Penny>: Yeah, really, well my friends at work found it, my sister found it, judging by my email a number of prisoners at the Michigan State Penitentiary found it.
<Leonard>:","Okay, well, what exactly did this guy write, not that I need to know the details of your sex life, I just thought…. never mind.","Oh, no, no, no.
<Penny>: And then there’s that one guy at the bank who I’m sure was just trying to be nice.
<Leonard>: (shaking his"
S01E17,2.0,Penny,"<Penny>: I really thought Mike was different, I thought he was sensitive and smart. I mean, not you smart, normal non-freaky smart.
<Leonard>: Yeah, no, sure.
<Penny>: You know, and then he just goes and has to humiliate me by writing about me on his blog so the entire world can read it.
<Leonard>: Actually it’s not all that easy to find.
<Penny>: Yeah, really, well my friends at work found it, my sister found it, judging by my email a number of prisoners at the Michigan State Penitentiary found it.
<Leonard>: Okay, well, what exactly did this guy write, not that I need to know the details of your sex life, I just thought…. never mind.
<Penny>:","Nope, you know what, you might as well read it, everybody else has, go ahead. Oh God, I just feel so betrayed and embarrassed. I just want to crawl into a hole and die.","(laughing) He wrote that he’s in love with me, and that he wishes he could be a girl.
<Leonard>: (smiling) That’s hilarious.
<Penny"
S01E17,2.0,Leonard,"<Leonard>: Yeah, no, sure.
<Penny>: You know, and then he just goes and has to humiliate me by writing about me on his blog so the entire world can read it.
<Leonard>: Actually it’s not all that easy to find.
<Penny>: Yeah, really, well my friends at work found it, my sister found it, judging by my email a number of prisoners at the Michigan State Penitentiary found it.
<Leonard>: Okay, well, what exactly did this guy write, not that I need to know the details of your sex life, I just thought…. never mind.
<Penny>: Nope, you know what, you might as well read it, everybody else has, go ahead. Oh God, I just feel so betrayed and embarrassed. I just want to crawl into a hole and die.
<Leonard>:","Okay, well, you know, this isn’t that bad. It just paints the picture of a very affectionate woman who’s open to expressing her affection in non traditional locales.","Penny, I’m sorry. I never meant to hurt you. I’m just trying to be a good friend.
<Penny>: Yeah, okay, well I’m just glad I’m not the only"
S01E17,2.0,Penny,"<Penny>: You know, and then he just goes and has to humiliate me by writing about me on his blog so the entire world can read it.
<Leonard>: Actually it’s not all that easy to find.
<Penny>: Yeah, really, well my friends at work found it, my sister found it, judging by my email a number of prisoners at the Michigan State Penitentiary found it.
<Leonard>: Okay, well, what exactly did this guy write, not that I need to know the details of your sex life, I just thought…. never mind.
<Penny>: Nope, you know what, you might as well read it, everybody else has, go ahead. Oh God, I just feel so betrayed and embarrassed. I just want to crawl into a hole and die.
<Leonard>: Okay, well, you know, this isn’t that bad. It just paints the picture of a very affectionate woman who’s open to expressing her affection in non traditional locales.
<Penny>:",Oh God!,"Oh, you mean like a bathroom stall?
<Leonard>: Yeah, exactly. Or like a library, or a park bench, or a public toilet. It’s not like she’s a"
S01E17,2.0,Leonard,"<Leonard>: Actually it’s not all that easy to find.
<Penny>: Yeah, really, well my friends at work found it, my sister found it, judging by my email a number of prisoners at the Michigan State Penitentiary found it.
<Leonard>: Okay, well, what exactly did this guy write, not that I need to know the details of your sex life, I just thought…. never mind.
<Penny>: Nope, you know what, you might as well read it, everybody else has, go ahead. Oh God, I just feel so betrayed and embarrassed. I just want to crawl into a hole and die.
<Leonard>: Okay, well, you know, this isn’t that bad. It just paints the picture of a very affectionate woman who’s open to expressing her affection in non traditional locales.
<Penny>: Oh God!
<Leonard>:","Elevators, parks, movie theatres, out of curiosity, is this subway the transportation system or subway the sandwich shop?","I can’t even imagine how embarrassing that must have been for you.
<Penny>: (laughs) Yeah, I mean I’m not ashamed of who I am, but it was embarrass"
S01E17,2.0,Penny,"<Penny>: Yeah, really, well my friends at work found it, my sister found it, judging by my email a number of prisoners at the Michigan State Penitentiary found it.
<Leonard>: Okay, well, what exactly did this guy write, not that I need to know the details of your sex life, I just thought…. never mind.
<Penny>: Nope, you know what, you might as well read it, everybody else has, go ahead. Oh God, I just feel so betrayed and embarrassed. I just want to crawl into a hole and die.
<Leonard>: Okay, well, you know, this isn’t that bad. It just paints the picture of a very affectionate woman who’s open to expressing her affection in non traditional locales.
<Penny>: Oh God!
<Leonard>: Elevators, parks, movie theatres, out of curiosity, is this subway the transportation system or subway the sandwich shop?
<Penny>:",Sandwich shop.,"Oh, I don’t know, I’ve never seen a subway the sandwich shop.
<Leonard>: (laughs) Well, that’s a good one, but that’s not the point"
S01E17,2.0,Leonard,"<Leonard>: Okay, well, what exactly did this guy write, not that I need to know the details of your sex life, I just thought…. never mind.
<Penny>: Nope, you know what, you might as well read it, everybody else has, go ahead. Oh God, I just feel so betrayed and embarrassed. I just want to crawl into a hole and die.
<Leonard>: Okay, well, you know, this isn’t that bad. It just paints the picture of a very affectionate woman who’s open to expressing her affection in non traditional locales.
<Penny>: Oh God!
<Leonard>: Elevators, parks, movie theatres, out of curiosity, is this subway the transportation system or subway the sandwich shop?
<Penny>: Sandwich shop.
<Leonard>:",Doesn’t that violate the health code?,"Oh, okay. Now, I’m getting the picture, and that’s not what I meant at all. I meant that this woman’s love life is so complicated and so much more than a quick romantic encounter at the"
S01E17,2.0,Penny,"<Penny>: Nope, you know what, you might as well read it, everybody else has, go ahead. Oh God, I just feel so betrayed and embarrassed. I just want to crawl into a hole and die.
<Leonard>: Okay, well, you know, this isn’t that bad. It just paints the picture of a very affectionate woman who’s open to expressing her affection in non traditional locales.
<Penny>: Oh God!
<Leonard>: Elevators, parks, movie theatres, out of curiosity, is this subway the transportation system or subway the sandwich shop?
<Penny>: Sandwich shop.
<Leonard>: Doesn’t that violate the health code?
<Penny>:","No, at the sub shop we were only making out.","No, because it’s a sandwich shop.
<Leonard>: Okay, well, we can’t have that. But we can have a good time, right?
<Penny>: Yes, we can"
S01E17,2.0,Leonard,"<Leonard>: Okay, well, you know, this isn’t that bad. It just paints the picture of a very affectionate woman who’s open to expressing her affection in non traditional locales.
<Penny>: Oh God!
<Leonard>: Elevators, parks, movie theatres, out of curiosity, is this subway the transportation system or subway the sandwich shop?
<Penny>: Sandwich shop.
<Leonard>: Doesn’t that violate the health code?
<Penny>: No, at the sub shop we were only making out.
<Leonard>:",Huh. Okay. But my point is that you have absolutely no reason to be embarrassed.,"I see. And now that we’ve entered the subway, the only thing that’s bothering you is the heat.
<Penny>: Yeah, the heat.
<Leonard>: That’s what"
S01E17,2.0,Penny,"<Penny>: Oh God!
<Leonard>: Elevators, parks, movie theatres, out of curiosity, is this subway the transportation system or subway the sandwich shop?
<Penny>: Sandwich shop.
<Leonard>: Doesn’t that violate the health code?
<Penny>: No, at the sub shop we were only making out.
<Leonard>: Huh. Okay. But my point is that you have absolutely no reason to be embarrassed.
<Penny>:","Really, do you think I overreacted?","I am embarrassed.

(Leonard and Penny both laugh)

FADE OUT."
S01E17,2.0,Leonard,"<Leonard>: Elevators, parks, movie theatres, out of curiosity, is this subway the transportation system or subway the sandwich shop?
<Penny>: Sandwich shop.
<Leonard>: Doesn’t that violate the health code?
<Penny>: No, at the sub shop we were only making out.
<Leonard>: Huh. Okay. But my point is that you have absolutely no reason to be embarrassed.
<Penny>: Really, do you think I overreacted?
<Leonard>:",Maybe a little.,"I think you overreacted to something that was just a joke.

Based on the text material above, generate the response to the following quesion or instruction: Can you summarize the conversation between Penny and Leonard"
S01E17,2.0,Penny,"<Penny>: Sandwich shop.
<Leonard>: Doesn’t that violate the health code?
<Penny>: No, at the sub shop we were only making out.
<Leonard>: Huh. Okay. But my point is that you have absolutely no reason to be embarrassed.
<Penny>: Really, do you think I overreacted?
<Leonard>: Maybe a little.
<Penny>:","‘Cause I do that, I do overreact. Maybe I should call Mike and apologise.","But you have no idea what kind of reactions this might get.
<Leonard>: Oh, I’m sure you’re right.
<Penny>: I’m not sure. It’s just so"
S01E17,2.0,Leonard,"<Leonard>: Doesn’t that violate the health code?
<Penny>: No, at the sub shop we were only making out.
<Leonard>: Huh. Okay. But my point is that you have absolutely no reason to be embarrassed.
<Penny>: Really, do you think I overreacted?
<Leonard>: Maybe a little.
<Penny>: ‘Cause I do that, I do overreact. Maybe I should call Mike and apologise.
<Leonard>:","No. No, no, that, that would be underreacting. He did break the implied confidentiality of the bedroom and, in your case, the elevator, parks and fast food franchise.","I think that would be a good idea.
<Penny>: Okay, I’ll call him.
(They both hang up)

(Scene 2: The Sub Shop)

(Penny"
S01E17,2.0,Penny,"<Penny>: No, at the sub shop we were only making out.
<Leonard>: Huh. Okay. But my point is that you have absolutely no reason to be embarrassed.
<Penny>: Really, do you think I overreacted?
<Leonard>: Maybe a little.
<Penny>: ‘Cause I do that, I do overreact. Maybe I should call Mike and apologise.
<Leonard>: No. No, no, that, that would be underreacting. He did break the implied confidentiality of the bedroom and, in your case, the elevator, parks and fast food franchise.
<Penny>:",Yes. You’re right. I should just say I’m done with him.,"Yeah, but I'm not exactly in a position to apologise for something like that.
<Leonard>: I know, I know, but we can't let this episode ruin our friendship.
<Pen"
S01E17,2.0,Leonard,"<Leonard>: Huh. Okay. But my point is that you have absolutely no reason to be embarrassed.
<Penny>: Really, do you think I overreacted?
<Leonard>: Maybe a little.
<Penny>: ‘Cause I do that, I do overreact. Maybe I should call Mike and apologise.
<Leonard>: No. No, no, that, that would be underreacting. He did break the implied confidentiality of the bedroom and, in your case, the elevator, parks and fast food franchise.
<Penny>: Yes. You’re right. I should just say I’m done with him.
<Leonard>:","Yes, you should, go ahead, say it.","Okay. Well, if you need to say that, then by all means, say it.
<Penny>: (Sighs) Okay.

BEGIN SCENE 3

INT. BEDRO"
S01E17,2.0,Penny,"<Penny>: Really, do you think I overreacted?
<Leonard>: Maybe a little.
<Penny>: ‘Cause I do that, I do overreact. Maybe I should call Mike and apologise.
<Leonard>: No. No, no, that, that would be underreacting. He did break the implied confidentiality of the bedroom and, in your case, the elevator, parks and fast food franchise.
<Penny>: Yes. You’re right. I should just say I’m done with him.
<Leonard>: Yes, you should, go ahead, say it.
<Penny>:",But I never gave the man a chance to explain.,"(laughing) Okay, well, I’m done with him.
(Leonard and Penny share a moment of closeness and intimacy.)

FADE OUT."
S01E17,2.0,Leonard,"<Leonard>: Maybe a little.
<Penny>: ‘Cause I do that, I do overreact. Maybe I should call Mike and apologise.
<Leonard>: No. No, no, that, that would be underreacting. He did break the implied confidentiality of the bedroom and, in your case, the elevator, parks and fast food franchise.
<Penny>: Yes. You’re right. I should just say I’m done with him.
<Leonard>: Yes, you should, go ahead, say it.
<Penny>: But I never gave the man a chance to explain.
<Leonard>:","What is there to explain, it’s all right here, it’s a betrayal.","You’re not supposed to give anyone a chance. You’re supposed to be the smartest person in the room, and you’ve been doing that for a while now.

Broadcast:

INT. P"
S01E17,2.0,Penny,"<Penny>: ‘Cause I do that, I do overreact. Maybe I should call Mike and apologise.
<Leonard>: No. No, no, that, that would be underreacting. He did break the implied confidentiality of the bedroom and, in your case, the elevator, parks and fast food franchise.
<Penny>: Yes. You’re right. I should just say I’m done with him.
<Leonard>: Yes, you should, go ahead, say it.
<Penny>: But I never gave the man a chance to explain.
<Leonard>: What is there to explain, it’s all right here, it’s a betrayal.
<Penny>:","No, you were right the first time, this is a man who loves me, but in his own stupid way he was just trying to show people how he feels.","I know, I know. But I’m just so frustrated.
<Leonard>: You’re not frustrated. You’re angry.
<Penny>: No, I’m not angry"
